ts,lp,votes,emissions,bribes,fees,chain_id,chain_name,chain_key,bribes_usd,fees_usd,total_incentives_usd
1769040000,0x44Ecc644449fC3a9858d2007CaA8CFAa4C561f91,2884.5195296268653,2.2446626413738e-05,[],"[('0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22', 200900104717339), ('0x4200000000000000000000000000000000000006', 218264339890116)]",8453,Base,base,0.0,1.3,1.3
1769040000,0x3Fc28BFac25fC8e93B5b2fc15EfBBD5a8aA44eFe,134286.21139279281,0.000133351339394709,[],"[('0x9483ab65847A447e36d21af1CaB8C87e9712ff93', 2523915981711), ('0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA', 458511053)]",8453,Base,base,0.0,458.0,458.0
1769040000,0x4F9Dc2229f2357B27C22db56cB39582c854Ad6d5,88772.7585963899,0.00069080947970919,[],"[('0x4200000000000000000000000000000000000006', 40365384918827356), ('0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979', 7140172706330986647468)]",8453,Base,base,0.0,229.6,229.6
1769040000,0xffA3F8737C39e36dec4300B162c2153c67c8352f,9505.108190760047,7.3966533318711e-05,[],"[('0x4200000000000000000000000000000000000006', 3071778096809820), ('0xFF8adeC2221f9f4D8dfbAFa6B9a297d17603493D', 2121736390553514595572)]",8453,Base,base,0.0,21.72,21.72
1769040000,0x3f386Acc3A8E9194cF6279C219DF8DD3C5B71974,4994.95194852352,3.8869881705376e-05,[],"[('0x4200000000000000000000000000000000000006', 91153245518615), ('0xf34e0cff046e154CAfCae502C7541b9E5FD8C249', 232525201568836374)]",8453,Base,base,0.0,0.32,0.32
1769040000,0x84Ff3B6e2046579Fb2f2b891CE18eE10b5fbDbF2,218874.96381813532,0.00170598059942399,[],"[('0x2dAD3a13ef0C6366220f989157009e501e7938F8', 5223672363007266376224), ('0x4200000000000000000000000000000000000006', 41134533706186137)]",8453,Base,base,0.0,180.1,180.1
1769040000,0xbBf71AAD6E1F8D180D3B1D898528654c1d18b2fF,148874.11311371817,0.001149636389099043,[],"[('0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979', 18104641117111089206232), ('0x940181a94A35A4569E4529A3CDfB74e38FD98631', 1380125302591905803176)]",8453,Base,base,0.0,907.41,907.41
1769040000,0x688F778C51dB4D990bF1abaF8d33fD95e48C6641,5936.682599555367,4.6335353797205e-05,[],"[('0x2dAD3a13ef0C6366220f989157009e501e7938F8', 636604759239135015961), ('0x940181a94A35A4569E4529A3CDfB74e38FD98631', 57460852708615259484)]",8453,Base,base,0.0,33.28,33.28
1769040000,0x8E9154AC849e839d60299E85156bcb589De2693A,557.7272550892724,4.340146384301e-06,"[('0xea17Df5Cf6D172224892B5477A16ACb111182478', 1336059749)]","[('0x4621b7A9c75199271F773Ebd9A499dbd165c3191', 215107296046167406)]",8453,Base,base,0.0,0.21,0.21
1769040000,0x27a8Afa3Bd49406e48a074350fB7b2020c43B2bD,2071.625726012163,1.612120532356e-05,[],[],8453,Base,base,0.0,0.0,0.0
1769040000,0xcDAC0d6c6C59727a65F871236188350531885C43,3562824.580415655,0.026814656364557078,[],"[('0x4200000000000000000000000000000000000006', 2083739233353929094), ('0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913', 5350145912)]",8453,Base,base,0.0,11466.33,11466.33
1769040000,0x6cDcb1C4A4D1C3C6d054b27AC5B77e89eAFb971d,55916957.403187975,0.43087570202280717,"[('0x940181a94A35A4569E4529A3CDfB74e38FD98631', 400000000000000000000)]","[('0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913', 23143114847), ('0x940181a94A35A4569E4529A3CDfB74e38FD98631', 55993743459879994367903)]",8453,Base,base,181.36,48522.19,48703.55
1769040000,0x67b00B46FA4f4F24c03855c5C8013C0B938B3eEc,133.45415692912977,7.72243170373e-07,[],"[('0x50c5725949A6F0c72E6C4a641F24049A917DB0Cb', 184166510339382642)]",8453,Base,base,0.0,0.18,0.18
1769040000,0x61366A4e6b1DB1b85DD701f2f4BFa275EF271197,118208.32596151679,0.000982112216852225,[],"[('0xA3d1a8DEB97B111454B294E2324EfAD13a9d8396', 39534431365698578413), ('0xB79DD08EA68A908A97220C76d19A6aA9cBDE4376', 32161963)]",8453,Base,base,0.0,90.91,90.91
1769040000,0x9E8bfEB5c73F3f897BebdB49CC4161FecE0B0c55,40.01720717529765,3.11414287388e-07,[],"[('0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22', 32716810529484), ('0x4200000000000000000000000000000000000006', 38236895094760)]",8453,Base,base,0.0,0.22,0.22
1769040000,0xCc16Bfda354353B2E03214d2715F514706Be044C,18626.358386157408,0.000174408602416072,[],"[('0x4200000000000000000000000000000000000006', 26601416781409)]",34443,Mode,mode,0.0,0.08,0.08
1769040000,0x0fba984c97539B3fb49ACDA6973288D0EFA903DB,56943.528746371354,0.000533192858174296,[],"[('0x4200000000000000000000000000000000000006', 3290356112192361), ('0xDfc7C877a950e49D2610114102175A06C2e3167a', 23626987757918949604998)]",34443,Mode,mode,0.0,17.49,17.49
1769040000,0x283bA4E204DFcB6381BCBf2cb5d0e765A2B57bC2,11640.74672432671,0.000108998566718125,[],"[('0xDfc7C877a950e49D2610114102175A06C2e3167a', 362949423173574646211)]",34443,Mode,mode,0.0,0.12,0.12
1769040000,0x690A74d2eC0175a69C0962B309E03021C0b5002E,1754.7031763195905,1.6427348819001e-05,[],"[('0x18470019bF0E94611f15852F7e93cf5D65BC34CA', 10261619247934903726099), ('0xDfc7C877a950e49D2610114102175A06C2e3167a', 1595904778395967914129)]",34443,Mode,mode,0.0,1.2,1.2
1769040000,0x90a0b21936785164103eb9AC7d76792EB5F6c49C,1299.75584880003,1.2168179208838e-05,[],[],34443,Mode,mode,0.0,0.0,0.0
1769040000,0x1349e6986084b65708D68A72C8EfCBD7Cf4D3FB2,3122.334320254599,2.9229906131109e-05,[],"[('0xDfc7C877a950e49D2610114102175A06C2e3167a', 43283567995522884)]",34443,Mode,mode,0.0,0.0,0.0
1769040000,0x70f531F133C7De52F0b06F193D862f5a8f17A0cF,25505.252791861003,0.000238819387100539,[],"[('0x66eEd5FF1701E6ed8470DC391F05e27B1d0657eb', 346485052789349577), ('0x8b2EeA0999876AAB1E7955fe01A5D261b570452C', 3802394771598533)]",34443,Mode,mode,0.0,0.21,0.21
1769040000,0xd65EaCAed50706254b5001f22963C8615968AF7d,4075.0965499822287,3.8157318744664e-05,[],"[('0x8b2EeA0999876AAB1E7955fe01A5D261b570452C', 129650238491289474)]",34443,Mode,mode,0.0,0.0,0.0
